,t,I_out
849,0.04245,-13.1226
850,0.0425,-12.5122
851,0.04255,-12.5122
852,0.0426,-12.8174
853,0.04265,-12.5122
854,0.0427,-12.8174
855,0.04275,-12.5122
856,0.0428,-12.8174
857,0.04285,-13.1226
858,0.0429,-12.8174
859,0.04295,-12.5122
860,0.043,-12.8174
861,0.04305,-13.1226
862,0.0431,-13.1226
863,0.04315,-13.1226
864,0.0432,-13.1226
865,0.04325,-12.8174
866,0.0433,-13.1226
867,0.04335,-12.8174
868,0.0434,-12.5122
869,0.04345,-12.5122
870,0.0435,-12.8174
871,0.04355,-12.5122
872,0.0436,-12.5122
873,0.04365,-12.5122
874,0.0437,-12.207
875,0.04375,-12.5122
876,0.0438,-12.5122
877,0.04385,-12.207
878,0.0439,-12.207
879,0.04395,-12.5122
880,0.044,-11.9019
881,0.04405,-11.9019
882,0.0441,-12.207
883,0.04415,-11.9019
884,0.0442,-11.9019
885,0.04425,-12.5122
886,0.0443,-12.5122
887,0.04435,-12.207
888,0.0444,-12.5122
889,0.04445,-12.8174
890,0.0445,-12.5122
891,0.04455,-12.5122
892,0.0446,-13.1226
893,0.04465,-13.1226
894,0.0447,-13.1226
895,0.04475,-13.7329
896,0.0448,-13.1226
897,0.04485,-13.7329
898,0.0449,-13.7329
899,0.04495,-13.1226
900,0.045,-12.8174
901,0.04505,-12.8174
902,0.0451,-12.8174
903,0.04515,-12.5122
904,0.0452,-12.207
905,0.04525,-11.9019
906,0.0453,-11.5967
907,0.04535,-11.9019
908,0.0454,-11.5967
909,0.04545,-10.9863
910,0.0455,-11.5967
911,0.04555,-11.9019
912,0.0456,-11.5967
913,0.04565,-12.207
914,0.0457,-12.207
915,0.04575,-12.207
916,0.0458,-12.5122
917,0.04585,-12.8174
918,0.0459,-12.5122
919,0.04595,-12.8174
920,0.046,-13.4277
921,0.04605,-13.1226
922,0.0461,-13.1226
923,0.04615,-12.8174
924,0.0462,-12.8174
925,0.04625,-12.5122
926,0.0463,-12.5122
927,0.04635,-12.207
928,0.0464,-12.207
929,0.04645,-12.207
930,0.0465,-12.207
931,0.04655,-11.9019
932,0.0466,-12.5122
933,0.04665,-13.1226
934,0.0467,-13.4277
935,0.04675,-13.1226
936,0.0468,-13.4277
937,0.04685,-14.0381
938,0.0469,-14.0381
939,0.04695,-13.7329
940,0.047,-13.4277
941,0.04705,-12.8174
942,0.0471,-12.5122
943,0.04715,-12.5122
944,0.0472,-12.5122
945,0.04725,-12.5122
946,0.0473,-12.5122
947,0.04735,-12.8174
948,0.0474,-12.207
949,0.04745,-12.207
950,0.0475,-11.9019
951,0.04755,-12.207
952,0.0476,-12.5122
953,0.04765,-12.8174
954,0.0477,-12.8174
955,0.04775,-12.8174
956,0.0478,-12.8174
957,0.04785,-12.8174
958,0.0479,-12.207
959,0.04795,-12.5122
960,0.048,-12.8174
961,0.04805,-12.8174
962,0.0481,-12.8174
963,0.04815,-12.8174
964,0.0482,-13.1226
965,0.04825,-13.1226
966,0.0483,-13.1226
967,0.04835,-13.1226
968,0.0484,-12.8174
969,0.04845,-13.1226
970,0.0485,-13.1226
971,0.04855,-12.5122
972,0.0486,-12.5122
973,0.04865,-12.207
974,0.0487,-12.207
975,0.04875,-12.207
976,0.0488,-12.207
977,0.04885,-11.9019
978,0.0489,-12.8174
979,0.04895,-13.1226
980,0.049,-12.8174
981,0.04905,-13.1226
982,0.0491,-13.4277
983,0.04915,-12.8174
984,0.0492,-13.1226
985,0.04925,-13.1226
986,0.0493,-12.5122
987,0.04935,-12.8174
988,0.0494,-13.1226
989,0.04945,-12.5122
990,0.0495,-12.8174
991,0.04955,-12.5122
992,0.0496,-12.8174
993,0.04965,-12.8174
994,0.0497,-12.5122
995,0.04975,-12.5122
996,0.0498,-12.5122
997,0.04985,-12.5122
998,0.0499,-12.207
999,0.04995,-12.5122
1000,0.05,-11.9019
1001,0.05005,-12.8174
1002,0.0501,-13.1226
1003,0.05015,-13.1226
1004,0.0502,-13.7329
1005,0.05025,-14.3433
1006,0.0503,-14.9536
1007,0.05035,-14.3433
1008,0.0504,-14.0381
1009,0.05045,-14.3433
1010,0.0505,-14.3433
1011,0.05055,-14.0381
1012,0.0506,-14.0381
1013,0.05065,-14.0381
1014,0.0507,-13.7329
1015,0.05075,-14.0381
1016,0.0508,-13.7329
1017,0.05085,-13.4277
1018,0.0509,-13.4277
1019,0.05095,-13.4277
1020,0.051,-12.8174
1021,0.05105,-12.5122
1022,0.0511,-12.5122
1023,0.05115,-12.5122
1024,0.0512,-12.5122
1025,0.05125,-11.9019
1026,0.0513,-12.207
1027,0.05135,-12.5122
1028,0.0514,-12.5122
1029,0.05145,-12.5122
1030,0.0515,-12.5122
1031,0.05155,-12.5122
1032,0.0516,-12.5122
1033,0.05165,-12.5122
1034,0.0517,-12.5122
1035,0.05175,-12.8174
1036,0.0518,-13.1226
1037,0.05185,-12.5122
1038,0.0519,-13.1226
1039,0.05195,-13.4277
1040,0.052,-13.4277
1041,0.05205,-13.7329
1042,0.0521,-13.4277
1043,0.05215,-13.1226
1044,0.0522,-13.1226
1045,0.05225,-13.1226
1046,0.0523,-12.8174
1047,0.05235,-13.1226
1048,0.0524,-13.4277
1049,0.05245,-12.8174
1050,0.0525,-13.1226
1051,0.05255,-13.4277
1052,0.0526,-12.8174
1053,0.05265,-13.1226
1054,0.0527,-13.1226
1055,0.05275,-13.1226
1056,0.0528,-13.1226
1057,0.05285,-12.8174
1058,0.0529,-12.8174
1059,0.05295,-12.8174
1060,0.053,-13.1226
1061,0.05305,-13.1226
1062,0.0531,-13.1226
1063,0.05315,-13.1226
1064,0.0532,-12.8174
1065,0.05325,-13.1226
1066,0.0533,-13.1226
1067,0.05335,-12.5122
1068,0.0534,-12.8174
1069,0.05345,-13.1226
1070,0.0535,-12.5122
1071,0.05355,-12.8174
1072,0.0536,-12.8174
1073,0.05365,-12.8174
1074,0.0537,-12.8174
1075,0.05375,-12.8174
1076,0.0538,-12.8174
1077,0.05385,-13.1226
1078,0.0539,-13.4277
1079,0.05395,-20.1416
1080,0.054,-57.0679
1081,0.05405,-100.098
1082,0.0541,-128.479
1083,0.05415,-139.16
